189,262	-3,37
189,721	-3,37
190,18	-3,37
190,639	26,04
191,098	-108,76
191,557	13,79
192,016	48,1
192,474	-42,59
192,933	-42,59
193,392	33,39
193,851	65,26
194,309	-0,92
194,768	-59,74
195,227	3,98
195,685	11,34
196,144	-25,43
196,602	53
197,061	13,79
197,519	-47,49
197,977	-20,53
198,436	-3,37
198,894	-86,7
199,352	-52,39
199,81	11,34
200,268	-74,45
200,726	23,59
201,184	16,24
201,642	8,88
202,1	-18,08
202,558	-62,19
203,016	-18,08
203,474	-15,63
203,932	57,91
204,39	55,45
204,847	62,81
205,305	-22,98
205,763	70,16
206,22	-5,82
206,678	-89,16
207,135	-27,88
207,593	-81,8
208,05	23,59
208,507	6,43
208,965	-20,53
209,422	-52,39
209,879	-35,23
210,336	16,24
210,794	-13,17
211,251	-133,27
211,708	33,39
212,165	-47,49
212,622	18,69
213,079	-57,29
213,536	16,24
213,993	-32,78
214,449	-15,63
214,906	-20,53
215,363	55,45
215,82	-20,53
216,276	-10,72
216,733	50,55
217,189	-35,23
217,646	50,55
218,102	23,59
218,559	-59,74
219,015	-22,98
219,472	40,75
219,928	-57,29
220,384	-52,39
220,84	3,98
221,297	-10,72
221,753	21,14
222,209	-35,23
222,665	-74,45
223,121	-22,98
223,577	-10,72
224,033	-32,78
224,489	-22,98
224,944	-57,29
225,4	-74,45
225,856	53
226,312	-20,53
226,767	-40,14
227,223	33,39
227,679	-42,59
228,134	-67,1
228,59	-45,04
229,045	3,98
229,5	1,53
229,956	6,43
230,411	-30,33
230,866	-86,7
231,322	-37,68
231,777	13,79
232,232	-40,14
232,687	-45,04
233,142	33,39
233,597	23,59
234,052	-18,08
234,507	-10,72
234,962	-81,8
235,417	16,24
235,872	35,85
236,326	-8,27
236,781	82,42
237,236	38,3
237,691	16,24
238,145	-13,17
238,6	8,88
239,054	30,94
239,509	-59,74
239,963	-27,88
240,417	3,98
240,872	-79,35
241,326	-0,92
241,78	111,83
242,234	45,65
242,689	45,65
243,143	-0,92
243,597	53
244,051	94,67
244,505	3,98
