189,262	-57,45
189,721	-57,45
190,18	-57,45
190,639	-72,15
191,098	-40,29
191,557	40,59
192,016	-32,94
192,474	-8,43
192,933	8,73
193,392	-57,45
193,851	104,32
194,309	33,24
194,768	-42,74
195,227	35,69
195,685	20,99
196,144	33,24
196,602	52,85
197,061	-25,58
197,519	-50,09
197,977	-52,54
198,436	-59,9
198,894	-74,6
199,352	-3,52
199,81	-67,25
200,268	-15,78
200,726	-3,52
201,184	8,73
201,642	28,34
202,1	-47,64
202,558	-30,48
203,016	8,73
203,474	-3,52
203,932	55,3
204,39	35,69
204,847	94,52
205,305	1,38
205,763	28,34
206,22	96,97
206,678	-45,19
207,135	-20,68
207,593	-72,15
208,05	-30,48
208,507	70,01
208,965	84,71
209,422	-47,64
209,879	28,34
210,336	-18,23
210,794	-37,84
211,251	18,54
211,708	45,5
212,165	-32,94
212,622	79,81
213,079	50,4
213,536	-23,13
213,993	-35,39
214,449	13,63
214,906	-28,03
215,363	-81,96
215,82	43,05
216,276	-1,07
216,733	18,54
217,189	-72,15
217,646	82,26
218,102	-77,05
218,559	23,44
219,015	1,38
219,472	96,97
219,928	-5,97
220,384	16,08
220,84	11,18
221,297	1,38
221,753	6,28
222,209	6,28
222,665	-30,48
223,121	-13,33
223,577	-77,05
224,033	43,05
224,489	-15,78
224,944	16,08
225,4	-45,19
225,856	-13,33
226,312	13,63
226,767	-40,29
227,223	92,07
227,679	-67,25
228,134	-64,8
228,59	-45,19
229,045	52,85
229,5	-35,39
229,956	30,79
230,411	-13,33
230,866	-35,39
231,322	-15,78
231,777	40,59
232,232	-32,94
232,687	-79,5
233,142	-18,23
233,597	16,08
234,052	-52,54
234,507	-118,72
234,962	45,5
235,417	-52,54
235,872	23,44
236,326	-54,99
236,781	-3,52
237,236	111,67
237,691	126,38
238,145	-13,33
238,6	70,01
239,054	18,54
239,509	-67,25
239,963	-74,6
240,417	-1,07
240,872	-28,03
241,326	-35,39
241,78	25,89
242,234	13,63
242,689	30,79
243,143	89,61
243,597	20,99
244,051	72,46
244,505	38,14
244,959	-96,66
245,413	11,18
245,867	11,18
246,32	28,34
246,774	119,03
247,228	60,2
247,682	65,1
248,135	89,61
248,589	33,24
249,042	40,59
249,496	25,89
249,949	190,11
250,403	-32,94
250,856	-8,43
251,309	-42,74
251,763	52,85
252,216	33,24
252,669	18,54
253,122	6,28
253,575	3,83
254,029	18,54
254,482	-138,33
254,935	99,42
255,388	18,54
255,84	-5,97
256,293	43,05
256,746	11,18
257,199	-96,66
257,652	-15,78
258,104	-18,23
258,557	-25,58
259,009	45,5
259,462	-72,15
259,915	-23,13
260,367	-72,15
260,819	74,91
261,272	92,07
261,724	23,44
262,176	13,63
262,629	-20,68
263,081	-20,68
263,533	20,99
263,985	25,89
264,437	82,26
264,889	8,73
265,341	99,42
265,793	11,18
266,245	18,54
266,697	77,36
267,149	-30,48
267,6	74,91
268,052	-18,23
268,504	87,16
268,955	8,73
269,407	16,08
269,859	82,26
270,31	-47,64
270,762	-28,03
271,213	-5,97
271,664	33,24
272,116	8,73
272,567	55,3
273,018	20,99
273,469	43,05
273,92	8,73
274,372	-32,94
274,823	87,16
275,274	45,5
275,725	-40,29
276,175	-37,84
276,626	38,14
277,077	92,07
277,528	96,97
277,979	82,26
278,429	128,83
278,88	67,56
279,331	-32,94
279,781	45,5
280,232	121,48
280,682	25,89
281,133	1,38
281,583	38,14
282,033	47,95
282,484	18,54
282,934	57,75
283,384	-42,74
283,834	52,85
284,284	-3,52
284,735	60,2
285,185	-50,09
285,635	33,24
286,084	38,14
286,534	28,34
286,984	104,32
287,434	77,36
287,884	-96,66
288,334	-84,41
288,783	1,38
289,233	-20,68
289,682	-3,52
290,132	45,5
290,581	128,83
291,031	45,5
291,48	30,79
291,93	18,54
292,379	-20,68
292,828	-8,43
293,278	-5,97
293,727	35,69
294,176	-69,7
294,625	16,08
295,074	-18,23
295,523	52,85
295,972	43,05
296,421	94,52
296,87	67,56
297,319	74,91
297,767	43,05
298,216	-10,88
298,665	-50,09
299,113	-45,19
299,562	8,73
300,011	-101,56
300,459	13,63
300,908	-18,23
301,356	133,73
301,804	-35,39
302,253	43,05
302,701	11,18
303,149	70,01
303,597	23,44
304,046	-79,5
304,494	92,07
304,942	6,28
305,39	-52,54
305,838	-15,78
306,286	6,28
306,733	-37,84
307,181	-35,39
307,629	-54,99
308,077	-47,64
308,525	8,73
308,972	-8,43
309,42	11,18
